"gene","title","rho","SD","AVG","Young_1","Young_2","Young_3","Young_4","Old_1","Old_2","Old_3"
"Accs","1-aminocyclopropane-1-carboxylate synthase homolog",-0.154,0.406,2.725,2.3,3.327,2.953,2.451,2.69,3.073,2.284
"Ace","angiotensin I converting enzyme",0.501,0.576,6.245,5.693,6.514,6.559,5.313,6.33,6.262,7.045
"Ace2","angiotensin I converting enzyme 2",0.013,0.653,0.495,0,0.756,1.478,0,0,0,1.231
"Acer2","alkaline ceramidase 2",0.861,0.838,5.692,5.039,5.391,5.408,4.576,6.012,6.38,7.033
"Acer3","alkaline ceramidase 3",-0.93,0.712,5.819,6.238,6.663,6.463,5.99,5.214,5.441,4.724
"Ache","acetylcholinesterase (Cartwright blood group)",0.719,1.369,0.833,0,0.195,0,0,0,3.118,2.517
"Acin1","apoptotic chromatin condensation inducer 1",-0.264,0.337,3.79,3.778,4.114,4.164,3.296,3.998,3.776,3.402
"Ackr1","atypical chemokine receptor 1 (Duffy blood group)",-0.68,0.76,5.725,5.562,6.488,6.524,6.231,5.192,4.431,5.643
"Ackr3","atypical chemokine receptor 3",0.032,0.238,7.861,8.008,7.917,8.08,7.364,7.771,7.949,7.934
"Acly","ATP citrate lyase",0.582,0.341,8.17,7.509,8.24,8.434,7.951,8.234,8.506,8.314
"Acnat1",NA,0.4,0.163,1.267,1.469,0.99,1.229,1.142,1.396,1.358,1.286
"Aco1","aconitase 1",0.908,0.599,4.245,3.527,3.719,4.308,3.861,4.525,4.499,5.278
"Aco2","aconitase 2",0.869,0.772,5.92,4.903,5.839,5.664,5.108,6.716,6.267,6.946
"Acot13","acyl-CoA thioesterase 13",-0.563,0.543,4.796,4.843,5.166,5.68,4.478,4.851,4.596,3.957
"Acot2","acyl-CoA thioesterase 2",0.873,0.401,3.181,2.812,2.913,3.08,2.754,3.558,3.81,3.34
"Acot4","acyl-CoA thioesterase 4",-0.337,0.451,2.229,2.149,2.901,2.68,1.563,2.315,2.047,1.951
"Acot6","acyl-CoA thioesterase 6",0.614,0.541,0.637,0.217,0,0.674,0.609,1.396,1.309,0.254
"Acot7","acyl-CoA thioesterase 7",0.04,0.194,3.3,3.422,3.265,3.329,3.151,2.988,3.593,3.356
"Acot8","acyl-CoA thioesterase 8",-0.306,0.567,4.193,4.167,4.532,4.912,3.629,4.318,4.523,3.27
"Acot9","acyl-CoA thioesterase 9",-0.814,0.474,7.583,7.631,8.035,8.25,7.716,7.233,7.332,6.883
"Acox1","acyl-CoA oxidase 1",0.781,0.342,5.9,5.596,5.734,5.963,5.515,6.016,5.934,6.544
"Acox3","acyl-CoA oxidase 3, pristanoyl",-0.126,0.319,4.887,4.866,4.904,5.441,4.488,4.799,5.112,4.597
"Acp1","acid phosphatase 1",-0.508,0.295,6.446,6.243,6.806,6.844,6.386,6.416,6.412,6.013
"Acp2","acid phosphatase 2, lysosomal",0.648,0.844,3.567,2.11,4.064,3.021,3.391,3.614,4.045,4.727
"Acp6","acid phosphatase 6, lysophosphatidic",0.617,0.456,3.336,3.128,3.132,3.664,2.487,3.585,3.817,3.538
"Acrbp","acrosin binding protein",0.132,0.539,0.963,0.856,1.504,0.308,0.609,1.309,1.684,0.47
"Acsf2","acyl-CoA synthetase family member 2",0.868,0.478,5.251,4.776,5.051,5.272,4.592,5.498,5.639,5.929
"Acsf3","acyl-CoA synthetase family member 3",0.086,1.067,0.798,1.092,0,2.273,0,0,0,2.22
"Acsl1","acyl-CoA synthetase long chain family member 1",0.932,0.401,4.66,4.398,4.286,4.576,4.198,4.881,5.027,5.255
"Acsl3","acyl-CoA synthetase long chain family member 3",0.403,0.429,3.011,2.138,3.237,3.295,2.945,3.402,2.872,3.19
"Acsl4","acyl-CoA synthetase long chain family member 4",0.068,0.318,4.47,3.868,4.881,4.633,4.503,4.295,4.588,4.519
"Acsl5","acyl-CoA synthetase long chain family member 5",0.305,0.388,6.6,6.138,6.938,6.93,6.039,6.449,6.834,6.872
"Acss1","acyl-CoA synthetase short chain family member 1",0.425,0.308,5.228,5.076,5.544,4.691,5.022,5.389,5.409,5.466
"Acss2","acyl-CoA synthetase short chain family member 2",0.778,0.487,4.543,3.946,4.696,4.351,3.898,4.898,4.884,5.131
"Acss3","acyl-CoA synthetase short chain family member 3",0.383,0.55,1.335,0.856,1.35,1.695,0.786,1.062,2.369,1.231
"Acta1","actin alpha 1, skeletal muscle",-0.393,0.648,7.533,8.349,7.493,7.349,7.443,8.005,7.79,6.3
"Acta2","actin alpha 2, smooth muscle",0.489,0.73,7.379,7.471,7.61,6.249,6.765,7.595,7.383,8.578
"Actb","actin beta",0.806,0.56,12.304,12.215,11.725,11.496,12.27,12.785,12.564,13.071
"Actc1","actin alpha cardiac muscle 1",-0.741,0.884,1.191,2.426,1.103,1.948,1.571,0.184,0,1.107
"Actg1","actin gamma 1",0.696,0.432,11.965,11.929,11.447,11.316,12.199,12.256,12.136,12.476
"Actg2","actin gamma 2, smooth muscle",-0.568,0.684,0.564,0,1.617,1.415,0.609,0,0.177,0.133
"Actl6a","actin like 6A",0.153,0.253,6.383,6.271,6.285,6.814,6.088,6.347,6.64,6.238
"Actn1","actinin alpha 1",0.747,0.667,2.823,1.844,2.122,3.531,2.533,2.979,3.356,3.395
"Actn2","actinin alpha 2",0.033,0.539,0.839,1.598,0.648,0.778,0.02,1.463,0.578,0.79
"Actn3","actinin alpha 3",0.062,0.374,1.531,1.708,1.383,1.948,0.941,1.947,1.562,1.231
"Actn4","actinin alpha 4",0.857,0.76,7.194,6.52,6.978,6.947,6.227,7.556,7.658,8.469
"Actr10","actin related protein 10",-0.559,0.204,6.549,6.44,6.842,6.826,6.467,6.406,6.533,6.332
"Actr1a","actin related protein 1A",0.828,0.387,7.551,7.054,7.542,7.132,7.37,7.972,8.016,7.773
"Actr1b","actin related protein 1B",0.904,0.342,6.057,5.821,5.81,5.994,5.582,6.317,6.463,6.411
"Actr2","actin related protein 2",-0.618,0.271,6.93,6.866,7.265,7.254,6.853,6.893,6.91,6.469
"Actr3","actin related protein 3",-0.505,0.229,8.563,8.445,8.817,8.881,8.488,8.469,8.618,8.219
"Actr3b","actin related protein 3B",0.28,0.611,2.47,1.708,3.1,2.034,2.266,3.298,2.858,2.028
"Actr5","actin related protein 5",-0.331,0.326,2.571,2.871,2.57,2.673,2.451,2.224,3.052,2.158
"Actr6","actin related protein 6",-0.654,0.525,4.33,4.452,4.753,5.05,4.167,3.891,4.498,3.497
"Actr8","actin related protein 8",0.838,0.36,4.734,4.293,4.626,4.723,4.301,5.048,5.237,4.91
"Acvr1","activin A receptor type 1",0.431,0.528,4.196,4.282,3.781,4.72,3.234,4.464,4.664,4.225
"Acvr1b","activin A receptor type 1B",0.335,0.376,1.86,1.8,1.562,2.312,1.437,1.611,2.416,1.885
"Acvr2a","activin A receptor type 2A",-0.214,0.356,7.537,7.142,8.01,7.987,7.281,7.349,7.683,7.305
"Acvrl1","activin A receptor like type 1",0.529,0.221,9.007,8.743,9.065,9.215,8.646,9.082,9.147,9.15
"Acy1","aminoacylase 1",0.637,0.459,2.064,1.748,1.952,1.673,1.853,2.092,3.039,2.094
"Acy3","aminoacylase 3",-0.024,1.022,0.989,2.643,0,1.313,0,0,1.538,1.428
"Acyp1","acylphosphatase 1",-0.822,0.777,3.556,4.104,4.004,4.104,4.033,2.885,3.669,2.095
"Acyp2","acylphosphatase 2",-0.709,0.522,4.22,4.42,4.696,4.821,4.068,3.996,4.285,3.257
"Ada","adenosine deaminase",0.615,0.462,3.359,2.665,3.443,3.241,3.214,3.173,4.175,3.604
"Adal","adenosine deaminase like",-0.457,0.51,2.982,3.442,3.376,3.483,2.226,2.645,3.188,2.516
"Adam10","ADAM metallopeptidase domain 10",-0.005,0.319,7.894,7.601,8.189,8.345,7.489,7.678,8.04,7.917
"Adam11","ADAM metallopeptidase domain 11",-0.054,0.358,0.899,0.217,1.251,1.133,1.211,0.749,0.834,0.901
"Adam15","ADAM metallopeptidase domain 15",0.853,0.598,8.949,8.324,8.895,8.505,8.405,9.275,9.261,9.977
"Adam17","ADAM metallopeptidase domain 17",-0.236,0.609,5.415,5.613,5.971,6.109,4.362,5.262,4.954,5.638
"Adam19","ADAM metallopeptidase domain 19",0.546,0.61,3.084,3.274,2.115,2.415,3.513,3.588,2.995,3.688
"Adam22","ADAM metallopeptidase domain 22",0.873,0.789,3.609,3.243,2.588,3.806,2.689,3.957,4.483,4.499
"Adam4",NA,-0.006,0.743,1.147,0.622,1.67,1.837,0.609,0,1.95,1.344
"Adam9","ADAM metallopeptidase domain 9",-0.067,1.237,2.765,2.665,3.168,4.057,1.668,0.615,3.86,3.321
"Adamts1","ADAM metallopeptidase with thrombospondin type 1 m",-0.029,0.616,6.426,6.983,6.638,6.573,5.467,6.116,5.962,7.242
"Adamts10","ADAM metallopeptidase with thrombospondin type 1 m",-0.567,0.605,2.981,3.141,3.523,3.606,2.615,3.255,2.873,1.854
"Adamts12","ADAM metallopeptidase with thrombospondin type 1 m",-0.72,1.03,0.925,1.694,2.642,0,1.396,0,0,0.743
"Adamts4","ADAM metallopeptidase with thrombospondin type 1 m",-0.462,0.868,1.204,0.776,1.524,3.018,1.168,0.66,0.716,0.568
"Adamts5","ADAM metallopeptidase with thrombospondin type 1 m",0.573,0.588,4.411,3.769,4.788,4.343,3.651,4.41,4.548,5.368
"Adamts7","ADAM metallopeptidase with thrombospondin type 1 m",0.147,0.826,2.641,2.59,3.575,2.116,1.437,3.756,2.175,2.839
"Adamts9","ADAM metallopeptidase with thrombospondin type 1 m",-0.836,0.773,4.538,4.661,5.734,5.351,4.455,4.089,3.765,3.715
"Adamtsl1","ADAMTS like 1",0.634,0.681,0.891,0.405,0.654,1.051,0.178,0.347,1.797,1.808
"Adamtsl3","ADAMTS like 3",-0.39,0.582,2.919,2.871,3.332,3.923,2.305,2.592,3.074,2.334
"Adamtsl5","ADAMTS like 5",0.763,0.912,0.989,0.979,0,0.308,0.337,2.305,0.833,2.158
"Adar","adenosine deaminase RNA specific",0.168,0.273,5.779,5.366,6.076,6.081,5.48,5.772,5.855,5.826
"Adarb1","adenosine deaminase RNA specific B1",0.091,0.309,5.833,5.382,6.169,6.181,5.53,5.851,6.006,5.712
"Adarb2","adenosine deaminase RNA specific B2 (inactive)",0.031,0.406,0.915,0.721,0.601,1.66,0.842,0.553,1.28,0.746
"Adat1","adenosine deaminase tRNA specific 1",0.207,0.417,2.139,2.361,1.414,2.351,2.238,2.044,2.71,1.858
"Adat2","adenosine deaminase tRNA specific 2",-0.361,0.52,2.567,2.637,2.224,3.332,2.86,2.174,2.916,1.823
"Adck1","aarF domain containing kinase 1",0.404,1.358,2.24,0,3.158,3.249,1.088,1.54,3.443,3.201
"Adck2","aarF domain containing kinase 2",0.474,0.52,4.558,4.157,5.051,4.351,3.666,4.878,5.046,4.759
"Adck5","aarF domain containing kinase 5",0.234,0.481,2.238,2.839,1.77,2.435,1.506,2.224,2.175,2.718
"Adcy3","adenylate cyclase 3",0.592,0.609,1.172,1.006,0.601,0.995,1.126,0.994,0.98,2.502
"Adcy4","adenylate cyclase 4",0.492,0.597,7.695,7.203,7.984,7.966,6.685,7.759,7.733,8.539
"Adcy6","adenylate cyclase 6",-0.612,0.794,3.211,3.253,4.262,4.015,2.895,1.92,3.4,2.732
"Adcy9","adenylate cyclase 9",0.392,0.638,3.03,2.964,3.488,2.695,1.806,3.711,3.411,3.136
"Adcyap1r1","ADCYAP receptor type I",-0.187,0.648,0.993,1.557,1.564,0,0.891,1.469,0.225,1.245
"Add1","adducin 1",0.716,0.333,6.947,6.589,7.082,6.866,6.422,7.167,7.22,7.286
"Add3","adducin 3",0.4,0.471,4.437,4.668,4.229,3.589,4.567,4.303,4.59,5.111
"Adh1",NA,0.94,0.955,9.517,8.604,8.969,9.193,8.409,10.299,10.293,10.855
"Adh5","alcohol dehydrogenase 5 (class III), chi polypepti",0.59,0.363,7.093,6.507,7.216,7.273,6.754,6.982,7.508,7.409
"Adh7","alcohol dehydrogenase 7 (class IV), mu or sigma po",0.282,0.676,0.922,0,0.94,1.899,0.37,1.414,1.358,0.47
"Adhfe1","alcohol dehydrogenase iron containing 1",-0.152,0.474,0.681,0.571,0.756,1.417,0.337,0,1.119,0.567
"Adi1","acireductone dioxygenase 1",0.051,0.359,5.908,5.579,6.187,6.34,5.437,6.201,5.995,5.618
"Adipoq","adiponectin, C1Q and collagen domain containing",-0.14,0.632,2.518,2.343,2.963,2.832,2.358,1.233,2.853,3.044
"Adipor1","adiponectin receptor 1",0.213,0.138,10.421,10.34,10.401,10.288,10.527,10.568,10.579,10.242
"Adipor2","adiponectin receptor 2",0.157,0.457,6.174,6.129,6.352,6.674,5.225,6.393,6.313,6.135
"Adk","adenosine kinase",0.097,0.63,3.759,3.939,3.732,4.624,2.524,3.892,3.639,3.961
"Adm","adrenomedullin",0.844,0.668,5.676,4.983,5.687,5.132,4.941,6.145,6.546,6.294
"Adnp2","ADNP homeobox 2",-0.145,0.242,4.293,4.353,4.67,4.114,4.01,4.125,4.54,4.24
"Ado","2-aminoethanethiol dioxygenase",0.47,0.32,4.457,4.651,4.351,4.416,3.808,4.716,4.539,4.717
"Adora2a","adenosine A2a receptor",0.789,0.64,5.283,5.209,5.044,4.482,4.581,5.658,5.801,6.207
"Adpgk","ADP dependent glucokinase",0.036,0.489,4.237,4.329,4.941,4.011,3.346,4.168,4.374,4.49
"Adprh","ADP-ribosylarginine hydrolase",0.355,0.213,6.58,6.196,6.797,6.72,6.382,6.646,6.671,6.648
"Adprhl2",NA,0.103,0.24,5.665,5.821,5.671,5.632,5.323,5.87,5.953,5.385
"Adprm","ADP-ribose/CDP-alcohol diphosphatase, manganese de",-0.769,0.332,5.79,5.846,6.136,6.181,5.819,5.493,5.806,5.246
"Adra2b","adrenoceptor alpha 2B",0.326,0.806,1.102,1.656,0.677,1.145,0,1.667,0.334,2.236
"Adra2c","adrenoceptor alpha 2C",0.127,0.667,0.985,0.405,0.654,2.076,0.729,1.153,1.625,0.254
"Adrb2","adrenoceptor beta 2",0.212,0.236,7.313,7.318,7.366,7.375,6.927,7.637,7.476,7.094
"Adrm1","adhesion regulating molecule 1",0.906,0.444,5.95,5.632,5.709,5.712,5.394,6.242,6.54,6.424
"Adsl","adenylosuccinate lyase",0.561,0.278,5.668,5.483,5.905,5.419,5.245,5.832,5.877,5.918
"Adssl1",NA,-0.336,0.354,6.399,6.347,6.845,6.814,5.921,6.158,6.563,6.147
"Aebp1","AE binding protein 1",0.109,0.641,1.327,1.389,1.383,0.875,1.506,0.184,1.797,2.158
"Aebp2","AE binding protein 2",-0.175,0.29,4.034,4.048,4.197,4.306,3.666,4.158,4.275,3.591
"Aen","apoptosis enhancing nuclease",0.345,0.541,4.13,3.819,4.334,4.681,3.086,4.114,4.307,4.567
"Afap1","actin filament associated protein 1",0.922,0.382,5.02,4.688,4.51,5.104,4.727,5.226,5.516,5.37
"Afap1l1","actin filament associated protein 1 like 1",0.849,0.714,6.163,5.788,5.734,5.908,5.255,6.674,6.378,7.403
"Afap1l2","actin filament associated protein 1 like 2",-0.187,0.586,1.904,1.908,2.225,2.435,1.571,1.062,1.429,2.697
"Aff1","AF4/FMR2 family member 1",0.57,0.559,4.743,4.294,4.637,5.183,3.848,4.753,5.533,4.955
"Aff4","AF4/FMR2 family member 4",-0.449,0.537,4.973,4.786,5.693,5.762,4.431,4.611,4.9,4.626
"Afg3l1",NA,0.458,0.372,3.943,3.58,4.284,3.823,3.441,4.382,3.819,4.275
"Afg3l2","AFG3 like matrix AAA peptidase subunit 2",0.768,0.667,3.654,3.441,3.21,3.444,2.901,3.962,3.654,4.966
"Afmid","arylformamidase",0.085,0.599,0.439,1.389,0,0,0,0,1.119,0.567
"Aftph","aftiphilin",-0.051,0.468,4.886,4.555,5.327,5.358,4.399,4.363,5.406,4.794
"Aga","aspartylglucosaminidase",-0.285,0.529,3.774,3.634,3.956,4.779,3.349,3.911,3.138,3.652
"Agap1","ArfGAP with GTPase domain, ankyrin repeat and PH d",0.207,0.335,4.654,4.2,5.206,4.595,4.326,4.625,4.814,4.809
"Agap3","ArfGAP with GTPase domain, ankyrin repeat and PH d",0.27,1,1.242,0,0.602,1.913,2.192,1.891,0,2.099
"Agbl3","ATP/GTP binding protein like 3",-0.723,0.65,3.585,4.076,4.094,4.248,3.387,2.712,3.849,2.731
"Agfg1","ArfGAP with FG repeats 1",-0.357,0.341,4.542,4.565,4.746,5.161,4.101,4.464,4.474,4.283
"Agfg2","ArfGAP with FG repeats 2",0.523,0.451,4.396,4.02,4.084,4.943,3.833,4.845,4.778,4.269
"Aggf1","angiogenic factor with G-patch and FHA domains 1",0.452,0.626,3.879,4.144,3.546,4.191,2.675,3.881,4.067,4.647
"Agk","acylglycerol kinase",0.836,0.402,4.27,3.708,4.216,4.327,3.781,4.463,4.629,4.764
"Agl","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotrans",-0.394,0.304,3.149,3.295,3.675,2.689,3.122,3.069,3.226,2.966
"Agmo","alkylglycerol monooxygenase",0.593,0.414,6.058,5.355,6.367,6.075,5.626,6.241,6.468,6.275
"Ago1","argonaute RISC component 1",0.533,0.833,2.474,2.709,1.081,3.087,1.895,2.473,2.39,3.681
"Ago2","argonaute RISC catalytic component 2",-0.146,0.251,4.496,4.766,4.684,4.545,3.979,4.48,4.51,4.507
"Ago3","argonaute RISC catalytic component 3",-0.7,0.246,4.328,4.246,4.578,4.695,4.401,4.092,4.26,4.021
"Ago4","argonaute RISC component 4",0.579,0.6,1.719,0.571,1.564,2.116,1.751,1.667,2.519,1.847
"Agpat1","1-acylglycerol-3-phosphate O-acyltransferase 1",0.481,0.344,3.67,3.976,3.38,3.412,3.214,4.114,3.913,3.682
"Agpat2","1-acylglycerol-3-phosphate O-acyltransferase 2",-0.396,0.368,4.9,4.801,5.268,5.267,4.654,5.134,4.921,4.255
"Agpat3","1-acylglycerol-3-phosphate O-acyltransferase 3",0.242,0.338,3.902,3.625,4.093,4.282,3.312,4.084,4.1,3.816
"Agpat4","1-acylglycerol-3-phosphate O-acyltransferase 4",0.103,0.339,5.262,5.142,5.553,5.588,4.589,5.271,5.435,5.261
"Agpat5","1-acylglycerol-3-phosphate O-acyltransferase 5",-0.395,0.23,5.397,5.57,5.556,5.69,5.049,5.196,5.278,5.436
"Agps","alkylglycerone phosphate synthase",0.219,0.443,4.659,4.104,4.818,5.146,4.278,4.838,5.176,4.255
"Agrn","agrin",-0.381,0.328,5.736,5.38,6.344,5.78,5.805,5.57,5.852,5.418
"Agtpbp1","ATP/GTP binding protein 1",-0.303,0.473,3.83,3.721,4.633,4.191,3.12,3.727,3.628,3.788
"Agtr1a",NA,0.843,1.126,1.886,1.708,0.157,1.706,1.126,2.553,2.216,3.735
"Agtrap","angiotensin II receptor associated protein",0.038,0.328,5.711,5.458,6.178,5.832,5.248,5.606,6.044,5.612
"Ahctf1","AT-hook containing transcription factor 1",-0.429,0.344,6.597,6.678,6.985,7.056,6.095,6.391,6.597,6.379
"Ahcy","adenosylhomocysteinase",-0.359,0.168,3.96,4.104,4.113,4.109,3.664,3.907,3.849,3.974
"Ahcyl1","adenosylhomocysteinase like 1",0.698,0.215,4.726,4.585,4.746,4.633,4.381,4.981,4.97,4.789
"Ahcyl2","adenosylhomocysteinase like 2",-0.788,0.334,2.883,2.772,3.431,3.033,3.164,2.559,2.634,2.586
"Ahdc1","AT-hook DNA binding motif containing 1",0.155,0.547,1.304,2.24,0.851,0.675,0.941,1.239,1.685,1.5
"Ahi1","Abelson helper integration site 1",0.688,0.921,1.72,1.297,1.864,0.21,1.036,2.69,2.664,2.277
"Ahnak","AHNAK nucleoprotein",-0.582,0.545,8.219,8.07,8.972,8.952,7.87,8.029,8.114,7.524
"Ahr","aryl hydrocarbon receptor",0.411,0.341,6.168,5.548,6.504,6.277,5.887,6.317,6.466,6.179
"Ahsa1","activator of HSP90 ATPase activity 1",-0.2,0.201,5.598,5.408,5.713,5.928,5.506,5.638,5.661,5.333
"Ahsa2",NA,0.007,0.314,3.646,3.452,3.855,4.001,3.351,3.191,3.734,3.935
"AI413582",NA,-0.844,0.51,5.091,5.419,5.317,5.628,5.413,5.064,4.557,4.239
"AI467606",NA,-0.663,0.509,4.588,4.661,5.396,4.449,4.713,4.716,4.508,3.671
"AI597479",NA,-0.583,0.452,4.882,4.715,5.552,5.379,4.676,4.858,4.785,4.21
"AI837181",NA,0.456,0.339,4.452,3.991,4.676,4.518,4.056,4.885,4.708,4.332
"AI987944",NA,-0.06,0.561,2.956,3.254,3.323,2.44,2.782,2.016,3.536,3.338
"Aida","axin interactor, dorsalization associated",-0.666,0.442,6.131,6.035,6.556,6.866,6.083,6.011,5.794,5.573
"Aif1l","allograft inflammatory factor 1 like",0.38,0.293,4.834,4.767,4.984,4.343,4.706,5.117,5.202,4.717
"Aifm1","apoptosis inducing factor mitochondria associated ",0.772,0.42,3.823,3.567,3.816,3.223,3.475,4.314,4.256,4.109
"Aifm2","apoptosis inducing factor mitochondria associated ",0.654,0.627,3.118,2.871,3.265,2.116,2.645,3.84,3.262,3.83
"Aig1","androgen induced 1",0.274,0.281,6.582,6.194,6.808,6.833,6.231,6.746,6.797,6.464
"Aim2","absent in melanoma 2",-0.705,0.797,0.852,1.549,2.103,0,1.137,0.853,0.187,0.137
"Aimp1","aminoacyl tRNA synthetase complex interacting mult",-0.183,0.26,4.852,5.019,4.868,4.919,4.662,4.837,5.24,4.419
"Aimp2","aminoacyl tRNA synthetase complex interacting mult",-0.382,0.287,4.811,4.53,5.159,5.189,4.741,4.786,4.843,4.428
"Aip","aryl hydrocarbon receptor interacting protein",0.504,0.253,6.724,6.354,6.864,6.899,6.37,6.958,6.776,6.844
"Ajuba","ajuba LIM protein",0.416,1.281,2.584,3.505,2.172,2.519,0,2.657,3.642,3.592
"Ak1","adenylate kinase 1",-0.309,0.448,3.214,3.852,3.176,3.363,2.733,3.711,2.805,2.859
"AK157302",NA,0.083,0.458,0.784,0.45,0.799,0.597,1.152,1.63,0.365,0.496
"Ak2","adenylate kinase 2",-0.42,0.4,4.872,4.793,5.202,5.516,4.544,5.042,4.405,4.602
"Ak4","adenylate kinase 4",0.511,0.334,7.001,6.508,7.118,7.337,6.541,7.185,7.116,7.204
"Akap1","A-kinase anchoring protein 1",0.535,0.324,4.452,3.9,4.43,4.74,4.248,4.608,4.864,4.373
"Akap10","A-kinase anchoring protein 10",-0.588,0.238,3.94,3.951,4.353,4.14,3.711,3.765,3.937,3.724
"Akap11","A-kinase anchoring protein 11",-0.27,0.517,4.242,4.201,4.759,4.961,3.415,4.305,4.151,3.897
"Akap13","A-kinase anchoring protein 13",0.413,1.563,3.217,3.466,0,4.455,3.352,4.402,4.197,2.647
"Akap17b",NA,-0.145,0.528,1.938,1.969,2.801,1.051,1.859,1.785,2.256,1.847
"Akap5","A-kinase anchoring protein 5",-0.595,0.358,3.347,3.537,3.31,3.633,3.595,3.32,3.446,2.587
"Akap6","A-kinase anchoring protein 6",0.596,0.569,1.5,1.31,1.592,0.959,0.853,1.416,2.531,1.842
"Akap7","A-kinase anchoring protein 7",0.325,0.443,4.281,4.188,4.085,4.892,3.502,4.538,4.558,4.204
"Akap8","A-kinase anchoring protein 8",0.812,0.484,4.513,4.531,4.13,3.948,4.085,4.752,4.883,5.263
"Akap8l","A-kinase anchoring protein 8 like",0.808,0.915,2.913,2.349,1.928,3.44,1.756,3.074,3.776,4.072
"Akap9","A-kinase anchoring protein 9",0.331,0.269,3.685,3.567,3.424,4.182,3.405,3.65,3.727,3.842
"Akip1","A-kinase interacting protein 1",0.143,0.328,4.075,4.02,4.054,3.9,4.045,4.647,4.275,3.581
"Akirin1","akirin 1",-0.44,0.315,7.211,7.253,7.427,7.743,6.858,7.265,7.054,6.879
"Akirin2","akirin 2",-0.355,0.295,4.819,4.733,5.285,5.082,4.435,4.753,4.89,4.555
"Akna","AT-hook transcription factor",0.629,0.627,3.028,3.431,2.62,2.235,2.28,3.376,3.684,3.57
"Akr1a1","aldo-keto reductase family 1 member A1",0.189,0.102,10.372,10.271,10.355,10.38,10.42,10.44,10.519,10.22
"Akr1b10","aldo-keto reductase family 1 member B10",0.226,0.624,2.134,2.737,1.504,1.706,1.91,2.344,3.14,1.595
"Akr1b3",NA,0.353,0.27,6.846,6.483,6.947,7.209,6.483,6.913,7.008,6.88
"Akr1c13",NA,-0.426,1.055,1.132,0.405,2.392,2.336,0.941,0,1.85,0
"Akr1c14",NA,-0.685,0.507,7.049,6.983,7.618,7.755,6.981,6.693,7.03,6.285
"Akr1c19",NA,0.732,0.579,3.804,2.903,3.918,3.717,3.254,4.4,4.516,3.921
"Akr1e1",NA,-0.755,0.398,5.039,5.572,5.373,5.275,4.783,4.6,5.116,4.555
"Akr7a5",NA,0.588,0.379,4.473,4.318,4.596,4.228,3.861,4.709,5.046,4.555
"Akt1","AKT serine/threonine kinase 1",0.508,0.234,5.409,5.239,5.38,5.528,5.075,5.523,5.799,5.321
"Akt1s1","AKT1 substrate 1",0.58,0.192,4.565,4.498,4.399,4.52,4.444,4.858,4.818,4.419
"Akt2","AKT serine/threonine kinase 2",0.484,0.334,4.536,4.484,4.391,4.784,3.95,4.473,5.005,4.663
"Akt3","AKT serine/threonine kinase 3",-0.303,0.582,5.621,5.281,6.297,6.404,5.168,4.831,5.758,5.606
"Aktip","AKT interacting protein",-0.578,0.415,6.144,6.264,6.47,6.699,5.88,5.875,6.331,5.489
"Alad","aminolevulinate dehydratase",-0.436,0.228,5.076,4.945,5.556,5.127,4.921,5.06,5.04,4.882
"Alas1","5'-aminolevulinate synthase 1",0.201,0.453,4.086,3.689,4.304,4.734,3.359,4.338,4.01,4.167
"Alas2","5'-aminolevulinate synthase 2",0.409,0.627,6.183,6.759,5.322,5.37,6.28,6.939,6.383,6.225
"Aldh16a1","aldehyde dehydrogenase 16 family member A1",-0.008,0.911,2.645,2.49,3.997,1.433,2.205,3.53,1.887,2.973
"Aldh18a1","aldehyde dehydrogenase 18 family member A1",0.189,0.795,0.93,0.856,0.298,0.778,1.693,0,0.605,2.277
"Aldh1a1","aldehyde dehydrogenase 1 family member A1",-0.149,0.959,1.688,2.855,2.26,0,1.366,1.997,2.295,1.041
"Aldh1a3","aldehyde dehydrogenase 1 family member A3",-0.511,0.472,1.285,1.529,1.217,1.844,1.542,0.883,0.461,1.521
"Aldh1l1","aldehyde dehydrogenase 1 family member L1",0.916,0.939,5.815,5.197,5.143,4.936,5.133,6.899,6.205,7.191
"Aldh2","aldehyde dehydrogenase 2 family member",0.852,0.646,7.126,6.499,6.877,7.111,6.291,7.511,7.408,8.187
"Aldh3a2","aldehyde dehydrogenase 3 family member A2",0.921,0.626,6.621,5.903,6.337,6.527,5.877,7.037,7.26,7.404
"Aldh3b1","aldehyde dehydrogenase 3 family member B1",0.574,0.591,2.931,1.908,3.315,2.336,3.017,3.258,3.562,3.12
"Aldh4a1","aldehyde dehydrogenase 4 family member A1",0.602,0.574,4.526,4.131,4.864,4.011,3.739,5.322,4.693,4.923
"Aldh6a1","aldehyde dehydrogenase 6 family member A1",0.787,0.422,5.202,4.547,4.986,5.454,4.906,5.478,5.236,5.805
"Aldh7a1","aldehyde dehydrogenase 7 family member A1",0.879,0.373,3.475,3.211,3.282,3.128,3.18,3.933,3.564,4.027
"Aldh9a1","aldehyde dehydrogenase 9 family member A1",0.648,0.467,5.759,5.413,5.709,6.013,4.927,6.102,5.836,6.315
"Aldoa","aldolase, fructose-bisphosphate A",0.917,0.41,9.619,9.247,9.405,9.377,9.246,9.866,9.858,10.332
"Alg1","ALG1 chitobiosyldiphosphodolichol beta-mannosyltra",0.252,0.189,5.924,6.075,5.756,6.017,5.68,6.139,5.744,6.056
